,Title,Authors,Topic,Category,Fiscal Year,Date Published,Abstract,URL,DatascopeTopic,DatascopeSubtopic,country
52,Policy note 1: Trade imbalances and remittances: ensuring macro-stability ,Alberto Portugal; Emir Zildzovic,Trade,Trade policy,2016,2016-06-01 00:00:00,"Nepal's trade balance in goods and services has been in deficit for many years. The large deficit has not resulted in a substantial accumulation of net foreign liabilities, as it has been largely financed with workers' remittances from abroad. Indeed, remittances are the largest component of the current account. This report aims at addressing the following questions: what are the underlying drivers of the trade imbalances and their relative contributions to the deficit (e.g. domestic private expenditure fueled by remittances versus public expenditures, relative prices, etc.)? What are the paths to be expected for the trade balance and the current account in the medium run, based on reasonable forecast assumptions for the main identified determinants? What are the implications of high remittances for the competitiveness in the short and long-run? How can Nepal maximize the positive impact of remittances in the economy? The authors assess the impact of remittances on Nepal's real exchange rate and attempt to distinguish between their short and long term impact. To conclude, efforts to increase savings and improve the allocation of remittances should also be accomplished through improvements in the overall investment climate and the business environment.",http://documents.worldbank.org/curated/en/2016/07/26584622/evidence-policy-supporting-nepal%E2%80%99s-trade-integration-strategy-policy-note-1,Trade; Trade,Trade Outcomes; Trade Outcomes,Nepal
53,Policy note 2: Nepal integration into value chains: stylized facts and policy options,Guillermo Arenas,Trade,GVCs; Exports,2016,2016-06-01 00:00:00,"The rise of global value chains (GVCs) is one of the most important transformation in global trade and investment occurred in the last decades. Once concentrated among a few large economies, global flows of goods, services, and capital now reach an ever larger number of economies worldwide. Falling transport costs due to important innovations such as containerization, lower trade costs achieved both through a general reduction in tariffs worldwide and by the proliferation of trade and investment agreements, the Information and Communication Technologies (ICT) revolution, and trends in global business to outsource, non-core business functions paired with a drive towards cutting costs on goods produced for export, have led to, second unbundling of globalization in the 1990s and 2000s (Baldwin and Lopez-Gonzalez 2015). Nepal's National Trade Integration Strategy 2015 (NTIS 2015) was developed with the objective of enhancing the contribution of the trade sector to growth and to overcome the constraints and challenges associated with trade development and export promotion. This note explores some stylized facts about Nepal's integration in GVCs and identifies policy recommendations in cross-cutting areas that relate to most of the export sectors prioritized by the NTIS 2015. These recommendations are not meant to be specific to individual value chains or products and are based on the challenges identified through data analysis and interviews with firms in key export sectors and based on good practices observed elsewhere. The report is structured in three sections beside the introduction. The second section presents five stylized facts about Nepal's exports that are related to GVC participation. The third section proposes some policy recommendations to address the issues highlighted in the analysis. The last section concludes.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26564244,Sectors; Trade,Manufacturing; Trade Outcomes,Nepal
54,Policy note 3: Diversifying Nepal's economy through a dynamic services sector,Claire Hollweg,Trade,Manufacturing/Services; Exports,2016,2016-06-01 00:00:00,"This note looks at the services sector and its dual role for Nepal: as a direct source of exports, and as a provider of key inputs for other sectors of the economy. It identifies sources of potential for services exports, and key obstacles for improved efficiency in the sector. It also provides some policy recommendations to alleviate the observed obstacles, and presents examples of good practices from across the world in terms of services trade performance and reforms. Three of the 12 sectors identified in Nepal's National Trade Integration Strategy 2015 (NTIS 2015) are services-related. This note assesses Nepal's trade potential in services, and identifies actionable policy measures that are needed for Nepal to achieve this potential. The framework used to assess Nepal's trade potential in services starts from the idea that services play a dual role for building export competitiveness in the Nepalese economy. The remainder of this note proceeds as follows. Section I analyzes the direct services export performance of Nepal's exports relative to comparator countries, when measuring exports in gross or value added terms. It takes a detailed look at performance of Nepal's priority export potential services sectors. Section II analyzes the indirect services export performance, when services are used as inputs for other sectors' exports. It takes a perspective of services for cross-cutting export competitiveness. This analysis is undertaken in value-added terms. Section III details the policy implications that arise from this analysis, taking both a cross-cutting and sector-specific point of view.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26563871,Trade,Trade Outcomes,Nepal
55,Policy note 4: Assessment of the impact of the cash incentive to promote expoert diversification in Nepal,Aldo Pazzini Bortoluzzi; Daniel Reyes; Gonzalo Varela,Trade,Exports,2016,2016-06-01 00:00:00,"In 2010 or 2011, Nepal set up a cash incentive scheme for exporters aimed at reducing its trade deficit and vulnerability to external shocks, by promoting export growth and diversification for its firms. The Trade and Competitiveness Global Practice has been partnering with the Government of Nepal to assess the impact of the cash incentive program on export growth and diversification. This note presents the main results of the analysis. Making the support to firms' internationalization a policy priority is commendable Countries around the world, and many countries in the South Asia region have incentives in place to help firms become exporters and succeed in diversifying their export markets.But not all interventions designed to support firms' internationalization work, so, evaluating impact is crucial.Some of the planned changes in the scheme introduced in 2013 revealed public-private dialogue. However, many of these changes have not been fully implemented. The fast-track system introduced in 2013, and by which, firms exporting priority products would not need to certify domestic value addition reflect the systematic feedback of the private sector on the complexity of proving value added content.At the firm level there is no evidence showing a clear link between the effective incentive rates received and export performance, or the changes in the export incentive scheme and performance. The main policy conclusion that emerges from this analysis is that the current incentive scheme needs to be revised. The rest of the note is structured as follows. Section two discusses aspects of the design of the allocation mechanism of the incentive. Section three shows the impact of the incentive program from the aggregate level, at the product level and at the firm level.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26564533,Trade; Investment,Competition and Competition Policy; Risk and Policy Uncertainty,Nepal
56,Policy note 5: Designing institutions to promote trade and investment in Nepal,Laura Gomez Mera,Trade,Trade policy; Investment policy,2016,2016-06-01 00:00:00,"As a small, landlocked economy, Nepal's development prospects are closely tied to its ability to increase integration in the regional and global marketplace. Despite significant changes in Nepal's trade sector over the past decade, the country's export performance has remained poor, with exports growing at a much slower pace than imports. Nepal's external vulnerability is deepened by its dependence on remittances to finance growing trade deficits.Achieving greater integration in the global economy and building a competitive export sector will require overcoming various economic and institutional challenges. This paper assesses the performance of these organizations in their role of promoting exports and investment. It has two main objectives. First, we describe the main export and investment promotion institutions in Nepal and examine their mandates, missions, and the services they offer.Second, we look at international best practices in export and investment promotion, to identify cost effective approaches appropriate for small developing countries. Based on this, we provide a number of recommendations for strengthening and improving the role of export and investment support organizations and initiatives in Nepal, as well as the level of coordination and cooperation among them. The report is organized as follows. In the next section, we briefly review the economic rationale for public intervention in the promotion of exports and investment and summarize the main findings of the literature regarding the most effective institutional designs and practices. We also discuss the arguments for and against a merger of the two activities within a single institution. Section three describes and assesses the institutional framework for export and investment promotion in Nepal. In Section four, we examine four case studies of “best practices” in the promotion of exports and export-oriented investment –Costa Rica, Jamaica, Colombia, and Latvia. We also discuss examples of successful promotion and development of the links between the tourism sector and exports, Mauritius, which offers some lessons for the case of Nepal. The final section contains the policy recommendations.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26564537,Innovation,,
57,Measuring Firm-Level Innovation Using Short Questionnaires: Evidence from an Experiment,Xavier Cirera; Silvia Muzi,,Innovation,2017,2016-06-01 00:00:00,"Little is known about innovation in developing countries, partly because of the lack of comparable and reliable data. Collecting data on firm-level innovation is challenging because of the subjective definition of what determines an innovation, a problem that is exacerbated in developing countries where innovation is likely to be more incremental and less radical. This paper contributes to the literature by presenting the results of an experiment aiming to identify the survey instrument that better captures firm-level innovation in developing countries. The paper shows that a small set of questions included in a multi-topic, firm-level survey does not provide an accurate picture of firm-level innovation and tends to overestimate innovation rates. Issues related to framing explain some of the unreliability of innovation responses, while cognitive problems do not appear to play a significant role.",https://openknowledge.worldbank.org/handle/10986/24531,Investment,Risk and Policy Uncertainty,Tajikistan
58,Tajikistan and the Apostille Convention: Following Up Two Years Later,Sitora Sultanova; Victoria Tetyora,,Investment policy,2017,2016-06-01 00:00:00,"When the original SmartLesson—“Removing Barriers to Investment Entry through Accession to the Hague Apostille Convention – Lessons from Tajikistan,” by Sitora Sultanova and Victoria Tetyora from the Trade and Competitiveness Global Practice in Europe and Central Asia—was published in June 2014, Tajikistan was not yet a member of the Hague Apostille Convention. The process was at the final stage of accession, and the government was about to submit the relevant documents to the Hague Conference for consideration. Now, almost two years later, this SmartLesson Plus provides follow-up information on what has happened in the interim.",http://smartlessons.ifc.org/smartlessons/lesson.html?id=3961,Innovation,Entrepreneurship,Kyrgyz Republic
59,Disrupting the Status Quo: Business to Government Feedback in the Kyrgyz Republic,Victoria Tetyora; Syinat Arynova; Serhiy Osavolyuk,,Business environment,2017,2016-06-01 00:00:00,"The Kyrgyz Investment Climate project pioneered the implementation of a Web-based business-to-government feedback mechanism in Europe and Central Asia. It was launched jointly with the State Inspectorate of Ecology and Technical Safety (SIETS) in December 2015. Two more agencies—the Sanitary and Epidemiological Department and the Metrology Inspectorate— joined later. The idea for the project arose after several surveys and publicprivate dialogue forums revealed poor communication between businesses and government and a big disconnect between business needs and government responses to them—resulting in low levels of inspectorates’ compliance with legislation, inadequate implementation of inspections reform, and ultimately, high costs of inspections compliance for businesses.",http://smartlessons.ifc.org/smartlessons/lesson.html?id=3949,Trade,Competition and Competition Policy,
60,Breaking Down Barriers: Unlocking Africa's Potential through Vigorous Competition Policy,World Bank Group,,Competition policy,2017,2016-06-01 00:00:00,"This report shows how competition policy can help African countries boost inclusive and sustainable development. Prepared by the World Bank Group (WBG) in partnership with the African Competition Forum, the study reviews the implementation of competition frameworks in Africa and examines competition issues that affect market performance in three important sectors for Africa's competitiveness: cement, fertilizers, and telecoms. It uses the WBG's Markets and Competition Policy Assessment Tool to identify how competition rule and their enforcement could be made more effective, and to highlight economic and regulatory characteristics of cement, fertilizers and telecoms markets that dampen competition and increase the risk of anticompetitive business practices. Conservative estimates put forward by this report suggest that addressing weak competition in principle staple foods across three countries would have the effect of lifting around 500,000 people above the poverty line by lowering consumer prices. Fundamental market reforms to increase competition in key input services would also boost economic growth. For example, professional services reforms would deliver an additional 0.16–0.43 percent of additional annual gross domestic product growth. While the benefits of competition are clearly observable in Africa, considerable effort is still required to ensure effective implementation of competition laws and incorporation of competition principles in government policies.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26539089,Trade,Trade Outcomes,
61,Making Global Value Chains Work for Development,Daria Taglioni; Deborah Winkler,,GVCs,2016,2016-06-01 00:00:00,"Economic, technological, and political shifts as well as changing business strategies have driven firms to unbundle production processes and disperse them across countries. Thanks to these changes, developing countries can now increase their participation in global value chains (GVCs) and thus become more competitive in agriculture, manufacturing and services. This is a paradigm shift from the 20th century when countries had to build the entire supply chain domestically to become competitive internationally. For policymakers, the focus is on boosting domestic value added and improving access to resources and technology while advancing development goals. However, participating in global value chains does not automatically improve living standards and social conditions in a country. This requires not only improving the quality and quantity of production factors and redressing market failures, but also engineering equitable distributions of opportunities and outcomes - including employment, wages, work conditions, economic rights, gender equality, economic security, and protecting the environment. The internationalization of production processes helps with very few of these development challenges. Following this perspective, Making Global Value Chains Work for Development offers a strategic framework, analytical tools, and policy options to address this challenge. The book conceptualizes GVCs and makes it easier for policymakers and practitioners to discuss them and their implications for development. It shows why GVCs require fresh thinking; it serves as a repository of analytical tools; and it proposes a strategic framework to guide policymakers in identifying the key objectives of GVC participation and in selecting suitable economic strategies to achieve them.",https://openknowledge.worldbank.org/handle/10986/24426,Sectors; Innovation,Climate Competitiveness; Entrepreneurship,
62,Connecting Green Technology Entrepreneurs,Justine White; Hillary Eason; Lawrence Kay; Rosa Lin; Marta Milkowska; Samiksha Nairl Faheem Noor Ali; Jean-Louis Racine,Innovation and Entrepreneurship,Climate/green; Entrepreneurship,2016,2016-05-30 00:00:00,"How can networks help green technology entrepreneurs innovate and scale up in developing countries? And how can we design public sector programs so that entrepreneurs can more easily make these connections?
The World Bank Group's Climate Technology Program reviewed recent literature and 14 case studies of public programs that aimed to support green technology entrepreneurs. The most successful public programs shared the following characteristics:
1. They placed the entrepreneur at the center of the innovation process.
2. They sought to cement peer-to-peer connections at the local level (e.g., by establishing networks of entrepreneurs).
3. They helped entrepreneurs connect to supranational networks and technology brokering platforms at the global level.
",http://www.infodev.org/connecting-green-entrepreneurs,,,Armenia
63,Armenia Investment Climate Reform: How Do You Obtain Cash Contributions for Advisory Projects? By Providing Exceptional Value!,Arsen Nazaryan; Gayane Mkrtchyan,Investment Climate,Staff guidance,2016,2016-05-13 00:00:00,"Convincing a client to pay for services that used to be free can be difficult, especially when the client is a country that’s already struggling with economic challenges. The key is to make the value of the services greater than the cost—and help the client see that! This SmartLesson describes such a challenge and tells how the Armenia Investment Climate Reform Project team approached it so that everybody came out a winner.",http://smartlessons.ifc.org/smartlessons/lesson.html?id=1935,Investment; Trade,Entry and Investment,China
64,China's Slowdown and Rebalancing: Potential Growth and Poverty Impcts on Sub-Saharan Africa,Csilla Lakatos; Maryla Maliszewska; Israel Osorio-Rodarte; Delfin Sia Go,Trade,FDI; Trade,2016,2016-05-10 00:00:00,"This paper explores the economic impacts of two related tracks of China's expected transformation—economic slowdown and rebalancing away from investment toward consumption—and estimates the spillovers for the rest of the world, with a special focus on Sub-Saharan African countries. The paper finds that an average annual slowdown of gross domestic product in China of 1 percent over 2016–30 is expected to result in a decline of gross domestic product in Sub-Saharan Africa by 1.1 percent and globally by 0.6 percent relative to the past trends scenario by 2030. However, if China's transformation also entails substantial rebalancing, the negative income effects of the economic slowdown could be offset by the positive changes brought along by rebalancing through higher overall imports by China and positive terms of trade effects for its trading partners. If global supply responds positively to the shifts in relative prices and the new sources of consumer demand from China, a substantial rebalancing in China could have an overall favorable impact on the global economy. Economic growth could turn positive and higher on average, by 6 percent in Sub-Saharan Africa and 5.5 percent globally, as compared with the past trends scenario. Finally, rebalancing reduces the prevalence of poverty in Sub-Saharan Africa compared with the isolated negative effects of China's slowdown, which slightly increase the incidence of poverty. Overall, China's slowdown and rebalancing combined are estimated to increase gross domestic product in Sub-Saharan Africa by 4.7 percent by 2030 and reduce poverty, but the extent of this varies by country.",https://openknowledge.worldbank.org/handle/10986/24506,Trade; Trade,Competition and Competition Policy,Kenya
65,Shifting Kenya's Private Sector Into Higher Gear: A Trade Competitive Agenda,Maria Paulina Mogollon; Nikola Kojucharov; Georgia Frances Dowdall; Frank Twagira; Tania Begazo; Aref Adamali; Xavier Cirera; Nora Dihel; Toni Eliasz; Markus Kimani; Jana Malinska; Richard Mugo; Sarah Ochieng; Aun Rahman; Mupelwa Sichilima,Trade,Trade; Competition policy,2016,2016-05-06 00:00:00,"Shifting Kenya’s private sector into higher gear: a trade and competitiveness agenda’ was born out of the World Bank’s Trade and Competitiveness (T&C) Global Practice recent stock taking of its work in Kenya. This was part of a Programmatic Approach that aimed to organize T&C’s knowledge, advisory, and convening services to address Kenya’s development challenges in the private sector space. By Sub-Saharan African standards, Kenya has a large private sector, which accounts for around 70 percent of total formal employment. As a result, the dynamics of the private sector are a key determinant of the trajectory of the Kenyan economy. The country’s product market regulations a restrictive for domestic competitors and foreign entrants, and the actions of cartels and behavior of dominant firms across sectors undermines competition and hurts consumers. The Kenyan Government recognizes these challenges and has invested significantly in unlocking these bottlenecks with impressive results so far and several important laws passed. Additional efforts to ease regulatory constraints and expedite important legislative changes could improve the investment climate at national and county levels.",https://openknowledge.worldbank.org/handle/10986/24394,Trade,Competition and Competition Policy,
66,Poverty and Shared Prosperity Implications of Deep Integration in Eastern and Southern Africa,Edward Jay Balisteri; Maryla Maliszewska; Israel Osorio-Rodarte; David Tarr; Hidemichi Yonezawa,Trade,Trade policy,2016,2016-05-04 00:00:00,"Evidence indicates that trade costs are a much more substantial barrier to trade than tariffs are, especially in Sub-Saharan Africa. This paper decomposes trade costs into: (i) trade facilitation, (ii) non-tariff barriers, and (iii) the costs of business services. The paper assesses the poverty and shared prosperity impacts of deep integration to reduce these three types of trade costs in: (i) the East African Customs Union–Common Market of East and Southern Africa–South African Development Community ""Tripartite"" Free Trade Area; (ii) within the East African Customs Union; and (iii) unilaterally by the East African Customs Union. The analysis employs an innovative, multi-region computable general equilibrium model to estimate the changes in the macroeconomic variables that impact poverty and shared prosperity. The model estimates are used in the Global Income Distribution Dynamics microsimulation model to obtain assessments of the changes in the poverty headcount and shared prosperity for each of the simulations for the six African regions or countries. The paper finds that these reforms are pro-poor. There are significant reductions in the poverty headcount and the percentage of the population living in poverty for all six of the African regions from deep integration in the Tripartite Free Trade Area or comparable unilateral reforms by the East African Customs Union. Further, the incomes of the bottom 40 percent of the populations noticeably increase in all countries or regions that are engaged in the trade reforms. The reason for the poor share in prosperity is the fact that the reforms increase unskilled wages faster than the rewards of other factors of production, as the reforms tend to favor agriculture. Despite the uniform increases in income for the poorest 40 percent, there are some cases where the share of income captured by the poorest 40 percent of the population decreases. The estimated gains vary considerably across countries and reforms. Thus, countries would have an interest in negotiating for different reforms in different agreements.",https://openknowledge.worldbank.org/handle/10986/24498,Sectors,Climate Competitiveness,
67,Dialogue for Climate Action: Climate Action Starts with Dialogue - Voluntary Principles for Catalyzing Climate Action through Dialogue,Sumit Manchanda; Alexios Pantelias; Etienne Kechichian; Anja Robakowski-Van Stralen,,PPD; Climate/green,2017,2016-05-01 00:00:00,"The challenge posed by climate change demands collective action by governments, industries, and societies at large, both in terms of the threats it poses and the opportunities it presents. The private sector, with its significant financial resources and dedication to innovation, has a leading role to play in the urgent global effort to reduce the negative effects of climate change and create the healthy, thriving zero-carbon economy of the future. CEOs from industries ranging from textiles to technology companies have pledged to scale-up efforts and investment in climate action and over 1,000 global businesses are asking for a meaningful price on carbon. Private sector involvement can take many forms, from development of new technologies and financial instruments to participation in policy development. Maximizing the participation in this global endeavor requires a robust, structured dialogue for action on climate change.",http://documents.worldbank.org/curated/en/2016/05/26380712/dialogue-climate-action-climate-action-starts-dialogue-voluntary-principles-catalyzing-climate-action-through-dialogue,Trade,Competition and Competition Policy,Moldova
68,Moldova Trade Study Note 2: Is the DCFTA Good for Moldova? Analysis of Moldova’s Trade Options Using a Dynamic Computable General Equilibrium Model,World Bank Group,Trade,Trade policy,2016,2016-04-29 00:00:00,"Moldova’s recent Association Agreement with the European Union (EU), which includes a Deep and Comprehensive Free Trade Agreement (DCFTA), represents an important opportunity, as well as challenges. This analytical document has been commissioned by the World Bank Group to provide insights into potential outcomes of the DCFTA and of other trade options that Moldova has, using a Dynamic Computable General Equilibrium (DCGE) model calibrated to its economy. This paper begins by describing the general trends in economic relations between Moldova and the EU over the past 10 years, with an emphasis on trade, as well as Foreign direct investment (FDI) and labor migration. This section includes some additional facts and details that complement the Trade Competitiveness Diagnostic. In the second section, the paper presents the main elements of the DCFTA and highlights the trade commitments and concessions that the EU and Moldova undertook. It also includes a short review of available literature on the ex-ante or ex post impact assessments of other Association Agreements between the EU and third countries that have been done using CGE models. The third section presents key features of the DCGE and discusses the data used for assembling the Social Accounting Matrix (SAM). Then, the main features of the simulated trade scenarios are presented. Finally, this paper discusses the DCGE simulation results, including the effects of the various scenarios on welfare, trade, and economic activity level. Some distributional impacts are also brought into discussion. The final section concludes and makes several recommendations.",https://openknowledge.worldbank.org/handle/10986/24043,Trade; Trade,Competition and Competition Policy; Trade Outcomes,Moldova
69,Moldova Trade Study: Overview,Gonzalo Varela; Ruslan Piontkivsky ,Trade,Trade policy; Exports,2016,2016-04-28 00:00:00,"Despite strong economic growth since 2000, Moldova remains one of the poorest countries in the region. Excessive reliance on remittances, export dependency on a few products, and insufficient domestic job creation make the Moldovan economy highly vulnerable to external conditions. As a small and open economy, Moldova’s development potential is linked to its trade and investment integration strategy. Moldova is situated between two large markets: the European Union (EU), which absorbs more than half of Moldova’s exports, and the Russian Federation. Reducing the economic distance to large regional markets and reaping the benefits of openness is key to overcoming Moldova's structural constraints and spurring export-led growth. The objective of the Moldova Trade Study is to contribute to a better understanding of the factors and challenges underlying Moldova’s foreign trade performance and to identify policy interventions that can enhance the competitiveness of Moldova’s exporting firms and the value added of their exports. . The rest of the note is structured as follows: (ii) section two summarizes the analysis of Moldova’s export performance; (iii) section three focuses on constraints on Moldova’s competitiveness; (iv) in section four, the authors consider alternative trade policy scenarios and their implications for the Moldovan economy; (v) section five synthetizes existing analysis on constraints for agriculture competitiveness and exports, while section six evaluates the performance of free economic zones in Moldova. In the final section, the authors present policy recommendations",https://openknowledge.worldbank.org/handle/10986/24005,Trade,Trade Outcomes,Moldova
70,Moldova Trade Study Note 1: Analysis of Trade Competitiveness ,World Bank Group,Trade,Exports,2016,2016-04-28 00:00:00,"As a small economy, Moldova’s growth and development prospects are closely related to its performance in international and regional markets. In this report the authors have looked at the export performance and competitiveness of the Moldovan economy. This report provides an overview of Moldova’s trade competitiveness. Its objectives are twofold: (i) to present a comprehensive analysis of Moldova’s recent trade performance and (ii) to identify policy measures and interventions that can enhance the competitiveness of Moldova’s export firms and the value added of their exports. The report is divided into two main parts. Part one contains an exports outcome analysis. It assesses export performance along four dimensions that contribute to form a comprehensive picture of the sustainable competitiveness of the export sector, including (i) the level, growth, and market share performance of existing exports (the “intensive margin”); (ii) diversification of products and markets (the “extensive margin”); (iii) the quality and sophistication of exports (the “quality” margin); and (iv) the survival of export flows (the “sustainability margin”). Part two investigates constraints on Moldova’s competitiveness, focusing specifically on a series of supply-side factors, such as the role of backbone and input services and utilities, and access to finance; and the business environment, particularly government regulations affecting trade and governance and institutional quality. The rest of the report is structured as follows: Section two examines overall trends in trade flows, including the growth of exports and imports, the degree of trade openness, and the recent evolution in foreign direct investment flows. In Section three, the authors concentrate on export outcomes, analyzing the sectoral composition, the growth orientation, and degree of diversification of Moldovan exports. The authors also analyze the evolution in the quality and sophistication of exports and the survival of export relationships in different markets and sectors. In the second part of the report, the authors look at productivity dynamics of Moldovan firms in comparative perspective, and then investigate the impact of access to finance, backbone services, trade and customs regulations, and corruption on firm productivity. The authors conclude this report with policy recommendations to improve Moldova's export competitiveness and increase the product and market scope, quality, and sophistication of its export basket.",https://openknowledge.worldbank.org/handle/10986/24042,Investment; Trade,Cost of Operations; Trade Outcomes,Moldova
71,Moldova Trade Study Note 3: Competitiveness in Moldova’s Agricultural Sector,World Bank Group,Trade,Agribusiness; Exports,2016,2016-04-28 00:00:00,"The agriculture and agri-food sector is a substantial driver of Moldova’s international trade and export competitiveness. Enhancing Moldova’s agricultural competitiveness is a key element in improving the access of Moldovan agro-food products to the European Union market and capitalizing on the potential benefits from the Association Agreement, including the Deep and Comprehensive Free Trade Agreement (DCFTA). The objective of this note is to examine the competitiveness of Moldova’s agriculture sector, and synthesize relevant research on drivers and recommendations on improving agricultural competitiveness in Moldova, for policy makers. This note examines numerous studies that have been done to date on Moldova’s agriculture sector and its export competitiveness, synthesizes the findings, and presents recommendations. In order for significant exports to the EU to become reality, Moldova’s famers and exporters will need to adhere to the high product quality standards and traceability required in these markets, improve the quality of packaging, and in some cases, adjust the grading specifications. Achieving this requires actions to improve practices during growing and harvest; improve post-harvest handling and infrastructure; and improve the flow of market information and requirements to producers.",https://openknowledge.worldbank.org/handle/10986/24007,Economy,Economic Outcomes,Moldova
72,"Moldova Trade Study Note 4: The Performance of Free Economic Zones in Moldova

",World Bank Group,Trade and Competitive Sectors,Spatial growth/SEZs,2016,2016-04-28 00:00:00,"In 1995, Moldova introduced free economic zone (FEZ) legislation with the aim of accelerating socioeconomic development by attracting domestic and foreign investment, promoting exports, and creating employment. Since then, seven free economic zones offering tax and customs benefits have been established. This note assesses the static and dynamic economic benefits of the program in Moldova. The free economic zones have been successful in attracting investment from both domestic and foreign sources. The economic zones have become true export platforms, generating a five-fold increase in exported industrial production from the zones between 2004 and 2014. On average, employment in the economic zones had a robust growth in the last seven years and almost doubled since 2008. Evidence suggests that the economic zones have significantly contributed to the diversification of exports and to the changing structure of the Moldovan economy. The effect of the economic zones on domestic firms appears to be modest, however, and unlikely to contribute to the technological upgrading and sophistication of the Moldovan economy. Free economic zones tend to attract industrial activities requiring intensive use of human resources for certain operations. The economic impact of Moldovan free economic zones is ambiguous. Moldovan legislation provides sound and transparent provisions, but the main issue is how this legislation is implemented. The majority of recommendations are focused on streamlining the implementation process, making it easier for companies to operate. Here are the main recommendations for improving the zones : (i) the importance of fiscal incentives should be downgraded by shifting to targeted services for businesses; (ii) reduce corruption and increase accountability by establishing one-stop-shop procedures and elements; (iii) establish a proper mechanism for monitoring and reporting with the zones residents and administrator; (iv) empower the regulator with additional relevant institutional capacities and capabilities; (v) the role of residents in appointing the administrator should be determinant; and (vi) establish a proper mechanism for compensating residents of the zones for restrictive treatment of the real assets.",https://openknowledge.worldbank.org/handle/10986/24006,Investment; Sectors; Trade,Cost of Operations; Manufacturing; Trade Outcomes,Kyrgyz Republic
73,Competitiveness of the Kyrgyz Economy in the Wake of Accession to the Eurasian Customs Union: Selected Issues and Opportunities,Jieun Choi; Sebastián Saez; Alberto Portugal; Andrew Myburgh; Erik van der Marel; Martin Molinuevo; Lorenzo Constantino; Nurlanbek Tynaev; Serhiy Osavolyuk; Vanya Pasheva,Trade and Competitive Sectors,Agribusiness; Manufacturing/Services; Exports,2016,2016-04-20 00:00:00,"This report explores the sectors that will be instrumental for positive CU impact and competitiveness in the medium term. The initial chapter analyzes the gaps and opportunities the Kyrgyz NQI presents for capturing benefits of access to the enlarged common market across sectors. The next three chapters take an in-depth look at three high-growth sectors and identify adaptation priorities and opportunities. Agriculture, services, and garments are a large and growing share of exports and are the sectors most likely to be transformed by accession to the CU and the increased tariffs to countries outside the EEU. Services added 56 percent to GDP in 2013, while agriculture contributed 18 percent, and manufacturing 16 percent. Exports in the garment sector were close to US$200 million in 2013, employing over 150,000 workers. The main findings of each chapter are summarized below followed by a summary of recommendations. This report is relevant to the Kyrgyz experience as it highlights important differences both in terms of regulations and technical requirements. The report highlights differences between the EU and CU regulatory systems in approaches to food safety and legislation, but it also analyzes the differences in infrastructure aspects of the NQI, such as testing laboratories and certification mechanisms between the EU and CU. The Customs Union approach is based on end-product compliance to a speciﬁc technical regulation or standard, whereas the European Union relies on preventive measures and minimizing risks associated with each process throughout the complete food chain. In the CU food control system, food control bodies verify that the end-product meets the required technical specifications established by the government; in the EU system, end-product attributes such as size, color, shape, smell, and taste are generally left to the marketplace to judge if they are acceptable. Importantly, the report pinpoints specific technical requirements for EU food safety that differ from the CU requirements (microbiological criteria for foodstuff, contaminants in food; maximum residue limits for residues of pesticides, and pharmacologically active substances).",https://openknowledge.worldbank.org/handle/10986/24252,Trade,Competition and Competition Policy,
74,Transforming Markets through Competition: New Developments and Recents Trends in Competition Advocacy ,Tanja Goodwin; Martha Martinez Licetti,Trade,Competition policy,2016,2016-04-15 00:00:00,"This publication provides an assessment of new developments and recent trends on competition advocacy based on an innovative and comprehensive conceptual framework that builds on practical implementation by authorities across jurisdictions. It systematically reviews different objectives of advocacy, the tools that authorities have been employing to these ends, the scope of legal mandates on the basis of which authorities develop these tools and the strategies with which authorities achieve tangible impacts for consumers and the broader economy. Against this background, the third chapter of this book further presents the individual results of advocacy initiatives awarded at the World Bank Group’s and International Competition Network’s Competition Advocacy Contest for 2014/15. The final chapter extracts the key lessons learned from successful competition advocacy initiatives, drawing on the results from all awarded stories under the Annual Competition Advocacy Contest and the experience of the World Bank Group in implementing competition policy projects and providing support to competition advocacy in 40 countries worldwide.",http://documents.worldbank.org/curated/en/2016/04/26220953/transforming-markets-through-competition-new-developments-recent-trends-competition-advocacy,Trade,Competition and Competition Policy,
75,Competition and Poverty,Tania Begazo Gomez; Sara Nyman,Trade,Competition policy,2016,2016-04-12 00:00:00,"A literature review shows competition policy reforms can deliver benefits for the poorest households and improve income distribution. A lack of competition in food markets hurts the poorest households the most. Competition in input markets and between buyers helps farmers and small businesses. And more competitive markets bolster job growth over the longer term. More research is needed, however, to better understand the impact of competition reforms and antitrust enforcement on poverty and shared prosperity.",https://openknowledge.worldbank.org/handle/10986/24251,Sectors,Tourism,
